Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
"[0.8303061127662659, 0.6127392053604126, -2.1021897111950238e-07]","[0.8278466463088989, 0.47502148151397705, -0.12650808691978455]","[0.6710755825042725, 0.3358486294746399, -0.15943482518196106]","[0.47572043538093567, 0.3349916934967041, -0.17040465772151947]","[0.33329713344573975, 0.38438302278518677, -0.16494910418987274]","[0.4685359001159668, 0.3027293384075165, -0.06700717657804489]","[0.2781466245651245, 0.28670734167099, -0.1509387493133545]","[0.16127857565879822, 0.3106430768966675, -0.19659467041492462]","[0.0425572395324707, 0.3175523281097412, -0.2248326539993286]","[0.43720555305480957, 0.4191690683364868, -0.04372331127524376]","[0.31601035594940186, 0.449263334274292, -0.1379694640636444]","[0.4728676676750183, 0.4884762167930603, -0.15483330190181732]","[0.5457679629325867, 0.46006131172180176, -0.14443038403987885]","[0.43257397413253784, 0.530875563621521, -0.041214458644390106]","[0.3406596779823303, 0.56696617603302, -0.15817220509052277]","[0.5121710896492004, 0.5888316035270691, -0.14511173963546753]","[0.5735873579978943, 0.5489852428436279, -0.10814489424228668]","[0.45113086700439453, 0.6384899616241455, -0.04982015863060951]","[0.3816174268722534, 0.6678473353385925, -0.1377701312303543]","[0.5088163018226624, 0.6715883016586304, -0.1293666958808899]","[0.5651631951332092, 0.6466596126556396, -0.1034623458981514]"
"[0.6779221892356873, 0.7861814498901367, -5.984559265925782e-07]","[0.7579511404037476, 0.6773655414581299, -0.12243643403053284]","[0.723039984703064, 0.4738548696041107, -0.1495421677827835]","[0.587428092956543, 0.34608978033065796, -0.15566375851631165]","[0.4614417850971222, 0.28895312547683716, -0.14859402179718018]","[0.5770333409309387, 0.3176629841327667, -0.07061922550201416]","[0.4306619167327881, 0.18465006351470947, -0.14590831100940704]","[0.32201310992240906, 0.12173983454704285, -0.1864243447780609]","[0.22764980792999268, 0.05897119641304016, -0.2123134285211563]","[0.49053025245666504, 0.3954423666000366, -0.04456223174929619]","[0.3752388656139374, 0.3605661988258362, -0.14571154117584229]","[0.46969276666641235, 0.4816442131996155, -0.16325078904628754]","[0.5413742661476135, 0.5104833245277405, -0.15044595301151276]","[0.42455869913101196, 0.4808281660079956, -0.03683118894696236]","[0.32889217138290405, 0.46975377202033997, -0.1544053554534912]","[0.43931204080581665, 0.5783382058143616, -0.1401022970676422]","[0.5052064061164856, 0.5835015773773193, -0.10090093314647675]","[0.3733338415622711, 0.5748989582061768, -0.03972380608320236]","[0.2998540997505188, 0.5608100891113281, -0.1274309605360031]","[0.38827574253082275, 0.6342840194702148, -0.11888743937015533]","[0.4444873332977295, 0.6451438665390015, -0.09180477261543274]"
"[0.7290879487991333, 0.7661392688751221, -4.6849297063999984e-07]","[0.7907767295837402, 0.6426200866699219, -0.11289945989847183]","[0.7292730212211609, 0.441559374332428, -0.14030694961547852]","[0.5767722725868225, 0.3371196389198303, -0.1490449607372284]","[0.44233453273773193, 0.3046579658985138, -0.1471581757068634]","[0.5542477369308472, 0.31417831778526306, -0.07163342088460922]","[0.38898801803588867, 0.1984827220439911, -0.14218610525131226]","[0.2727572023868561, 0.14694243669509888, -0.17969365417957306]","[0.1667376458644867, 0.09545284509658813, -0.20568245649337769]","[0.4758760333061218, 0.40323179960250854, -0.051248468458652496]","[0.3662261962890625, 0.38117843866348267, -0.14993661642074585]","[0.4870052635669708, 0.48579317331314087, -0.1667666882276535]","[0.5612661242485046, 0.5060849785804749, -0.1551360785961151]","[0.421953022480011, 0.5009592175483704, -0.04688560962677002]","[0.3282654285430908, 0.4937402606010437, -0.16424104571342468]","[0.46311888098716736, 0.5823455452919006, -0.1497313678264618]","[0.5288442373275757, 0.5812733173370361, -0.11169952154159546]","[0.38347887992858887, 0.6082860827445984, -0.05163579806685448]","[0.3101075291633606, 0.5990194082260132, -0.1424272358417511]","[0.4166223108768463, 0.6562473177909851, -0.13359487056732178]","[0.4749043881893158, 0.6578530073165894, -0.10686971992254257]"
"[0.869981050491333, 0.40195754170417786, -5.181796041142661e-07]","[0.7983428835868835, 0.2689859867095947, -0.11370692402124405]","[0.6256045699119568, 0.1902521252632141, -0.15972115099430084]","[0.4740181565284729, 0.24393171072006226, -0.19025664031505585]","[0.3582037091255188, 0.2915235161781311, -0.20751722157001495]","[0.41866740584373474, 0.31794965267181396, -0.11237429082393646]","[0.21599122881889343, 0.3845970034599304, -0.21414445340633392]","[0.09419003129005432, 0.44322192668914795, -0.2564791440963745]","[-0.015507161617279053, 0.5052754878997803, -0.27667656540870667]","[0.46272119879722595, 0.4435674250125885, -0.09556198865175247]","[0.40178555250167847, 0.43624553084373474, -0.20118305087089539]","[0.5794704556465149, 0.3856763243675232, -0.18783949315547943]","[0.5955924987792969, 0.3822406530380249, -0.15379637479782104]","[0.5148863792419434, 0.5524399280548096, -0.09710073471069336]","[0.4514453411102295, 0.5485826134681702, -0.22242629528045654]","[0.6095039248466492, 0.4792267084121704, -0.17220209538936615]","[0.6172182559967041, 0.4741556942462921, -0.10946667939424515]","[0.586308479309082, 0.6562918424606323, -0.1084197461605072]","[0.5248354077339172, 0.6498445272445679, -0.18811354041099548]","[0.6255061626434326, 0.5697627067565918, -0.14677700400352478]","[0.6546320915222168, 0.5577511191368103, -0.09757955372333527]"
"[0.8110904693603516, 0.38953521847724915, -4.2907089436994283e-07]","[0.6929064989089966, 0.27126264572143555, -0.06903289258480072]","[0.4889199733734131, 0.2597803473472595, -0.0835663452744484]","[0.33583417534828186, 0.3513154685497284, -0.09376689046621323]","[0.2561795711517334, 0.4551675021648407, -0.09554816037416458]","[0.31138965487480164, 0.39434581995010376, -0.005385688506066799]","[0.1533094346523285, 0.49113401770591736, -0.06747228652238846]","[0.0751238465309143, 0.5639116764068604, -0.10774984955787659]","[0.01606932282447815, 0.635969877243042, -0.13316819071769714]","[0.3675181567668915, 0.49521419405937195, -0.003814149647951126]","[0.2701031565666199, 0.57564377784729, -0.07690524309873581]","[0.4072796702384949, 0.5105945467948914, -0.08994531631469727]","[0.4544737935066223, 0.45127788186073303, -0.08126173913478851]","[0.4473944902420044, 0.5751701593399048, -0.018200529739260674]","[0.38294529914855957, 0.6520471572875977, -0.11064155399799347]","[0.5031310319900513, 0.5650046467781067, -0.09634128957986832]","[0.5295628905296326, 0.5022799372673035, -0.06427090615034103]","[0.5409685373306274, 0.6445795893669128, -0.039304085075855255]","[0.4815281927585602, 0.7105790972709656, -0.10331457108259201]","[0.5575442314147949, 0.6409069299697876, -0.09069690853357315]","[0.5820419788360596, 0.585769772529602, -0.06833818554878235]"
"[0.8881556987762451, 0.5366688966751099, 6.61669787405117e-07]","[0.8646225929260254, 0.34634390473365784, -0.090196892619133]","[0.732088565826416, 0.2297787368297577, -0.15526603162288666]","[0.5961778163909912, 0.20805761218070984, -0.21978043019771576]","[0.4681951105594635, 0.212411567568779, -0.28307512402534485]","[0.49273881316185, 0.29514965415000916, -0.14945803582668304]","[0.2742365002632141, 0.34554392099380493, -0.2975415587425232]","[0.15385812520980835, 0.3914106488227844, -0.3989616930484772]","[0.03320184350013733, 0.45417219400405884, -0.4630557894706726]","[0.5014150738716125, 0.41152113676071167, -0.1765856146812439]","[0.38344183564186096, 0.3901650607585907, -0.3357529044151306]","[0.5534771084785461, 0.3385874927043915, -0.3963335454463959]","[0.6652256846427917, 0.32071226835250854, -0.41753238439559937]","[0.5673925876617432, 0.5286189317703247, -0.2161858081817627]","[0.5261691212654114, 0.5091269016265869, -0.3773983418941498]","[0.7030020952224731, 0.45475029945373535, -0.37958547472953796]","[0.7859553098678589, 0.42503634095191956, -0.3527415990829468]","[0.6559001207351685, 0.6391284465789795, -0.2636326551437378]","[0.6699132919311523, 0.6254708766937256, -0.3862159550189972]","[0.7773611545562744, 0.570706844329834, -0.3893262445926666]","[0.8205004930496216, 0.5371178388595581, -0.37296414375305176]"
"[0.6467860341072083, 0.755585789680481, -2.816866810917418e-07]","[0.7668015956878662, 0.6447075605392456, -0.10534181445837021]","[0.772553563117981, 0.42664825916290283, -0.12091105431318283]","[0.6544364094734192, 0.26525020599365234, -0.11784631013870239]","[0.549141526222229, 0.18384607136249542, -0.10407137870788574]","[0.6099388003349304, 0.2968739867210388, -0.060330867767333984]","[0.4978777766227722, 0.12953941524028778, -0.130346417427063]","[0.4033096432685852, 0.04064968228340149, -0.16591061651706696]","[0.31187373399734497, -0.032606691122055054, -0.18641510605812073]","[0.507154107093811, 0.3625257611274719, -0.040663931518793106]","[0.4333152770996094, 0.2578505277633667, -0.13339558243751526]","[0.5294445753097534, 0.4123058021068573, -0.1436382532119751]","[0.5924199819564819, 0.4885310232639313, -0.12356317788362503]","[0.42098623514175415, 0.4361502230167389, -0.037547238171100616]","[0.3627488911151886, 0.359653502702713, -0.15590082108974457]","[0.47428542375564575, 0.5106385946273804, -0.134123295545578]","[0.5290590524673462, 0.5681066513061523, -0.08475648611783981]","[0.34174221754074097, 0.5296255350112915, -0.0423000194132328]","[0.28282037377357483, 0.44457608461380005, -0.1304890662431717]","[0.3830568790435791, 0.5378259420394897, -0.11362188309431076]","[0.43818023800849915, 0.5935152173042297, -0.07845526188611984]"
"[0.7634004354476929, 0.7043291330337524, -1.7211411318385217e-07]","[0.8055225014686584, 0.5691003203392029, -0.09146072715520859]","[0.7252235412597656, 0.3788876533508301, -0.11360493302345276]","[0.5744433999061584, 0.28131043910980225, -0.12523439526557922]","[0.45190566778182983, 0.24723225831985474, -0.12922662496566772]","[0.5275651812553406, 0.3256177008152008, -0.047934457659721375]","[0.36342358589172363, 0.22964750230312347, -0.1202985942363739]","[0.25074103474617004, 0.18277454376220703, -0.15850287675857544]","[0.15077248215675354, 0.13622649013996124, -0.18329885601997375]","[0.47073492407798767, 0.422560453414917, -0.0400112047791481]","[0.35946279764175415, 0.37406623363494873, -0.14620961248874664]","[0.4815841019153595, 0.46580860018730164, -0.1688423454761505]","[0.5626940131187439, 0.4904193878173828, -0.15597808361053467]","[0.44409871101379395, 0.5267717838287354, -0.04624524712562561]","[0.3587196469306946, 0.5106762051582336, -0.16432693600654602]","[0.4898662865161896, 0.5799407362937927, -0.15086764097213745]","[0.5629623532295227, 0.5752086043357849, -0.1095224916934967]","[0.43439751863479614, 0.6354694962501526, -0.05925581231713295]","[0.35703790187835693, 0.6199557781219482, -0.1394650638103485]","[0.46076303720474243, 0.6541233658790588, -0.1252831220626831]","[0.5266909003257751, 0.6501625776290894, -0.0948224738240242]"
"[0.8569660186767578, 0.6625323295593262, -1.57391013999586e-07]","[0.8658164143562317, 0.5351203680038452, -0.12151335179805756]","[0.7300979495048523, 0.3591527044773102, -0.14989714324474335]","[0.5579652786254883, 0.29284346103668213, -0.15543632209300995]","[0.42553234100341797, 0.2876319885253906, -0.1438920795917511]","[0.5910949110984802, 0.3094125986099243, -0.0943920835852623]","[0.4312753975391388, 0.25539159774780273, -0.1940477341413498]","[0.3395902216434479, 0.2415333390235901, -0.24866220355033875]","[0.2149156630039215, 0.2082280069589615, -0.2839699387550354]","[0.5242906212806702, 0.4233819842338562, -0.07110749185085297]","[0.45056039094924927, 0.4134214520454407, -0.16559487581253052]","[0.6018658876419067, 0.4914509654045105, -0.1660786122083664]","[0.613273561000824, 0.4766623377799988, -0.14912936091423035]","[0.49077969789505005, 0.5394932627677917, -0.06861676275730133]","[0.43174850940704346, 0.5318555235862732, -0.17835155129432678]","[0.5846698880195618, 0.587376058101654, -0.14211352169513702]","[0.5938103199005127, 0.5633679628372192, -0.09718134999275208]","[0.4785991907119751, 0.6543838977813721, -0.07700982689857483]","[0.448153555393219, 0.6508073806762695, -0.15044458210468292]","[0.5645272731781006, 0.6688613891601562, -0.12420310825109482]","[0.5810281038284302, 0.6523562669754028, -0.09230585396289825]"
"[0.7848888635635376, 0.4055136442184448, -1.5038918377285881e-07]","[0.6787035465240479, 0.3447067141532898, -0.13317960500717163]","[0.4771476686000824, 0.34452587366104126, -0.1639813780784607]","[0.31960123777389526, 0.419204443693161, -0.17419733107089996]","[0.20143210887908936, 0.49201613664627075, -0.16518773138523102]","[0.3246700167655945, 0.39137426018714905, -0.05483255907893181]","[0.1803809255361557, 0.48179498314857483, -0.1380595713853836]","[0.09134450554847717, 0.5484400391578674, -0.176726296544075]","[-0.009850949048995972, 0.6089195609092712, -0.196974977850914]","[0.3753563463687897, 0.4814918041229248, -0.021187471225857735]","[0.32446980476379395, 0.5688987970352173, -0.11125826835632324]","[0.4708808660507202, 0.5088885426521301, -0.1098162829875946]","[0.48215270042419434, 0.45763275027275085, -0.084231436252594]","[0.44006097316741943, 0.5584981441497803, -0.012179908342659473]","[0.408218652009964, 0.640434205532074, -0.12804101407527924]","[0.5454880595207214, 0.5585300922393799, -0.10394754260778427]","[0.5453438758850098, 0.49851617217063904, -0.05829690769314766]","[0.5134226679801941, 0.6248881816864014, -0.015224168077111244]","[0.4885792136192322, 0.6857649683952332, -0.10039865970611572]","[0.5814353227615356, 0.6167310476303101, -0.08951710909605026]","[0.5953036546707153, 0.565011203289032, -0.06162689998745918]"
"[0.7198055982589722, 0.6079727411270142, -2.435816668366897e-07]","[0.7685737013816833, 0.48998478055000305, -0.08738142251968384]","[0.6587367057800293, 0.33515694737434387, -0.11092162132263184]","[0.49668917059898376, 0.2693658173084259, -0.12420843541622162]","[0.37213295698165894, 0.25934576988220215, -0.1331370323896408]","[0.462589830160141, 0.3111364543437958, -0.05994975194334984]","[0.29629021883010864, 0.24970988929271698, -0.12459281086921692]","[0.18064260482788086, 0.21987931430339813, -0.15647786855697632]","[0.08798062801361084, 0.197208970785141, -0.1786058098077774]","[0.4267987012863159, 0.4162033498287201, -0.05051079019904137]","[0.32030484080314636, 0.3937465250492096, -0.14172782003879547]","[0.4513876140117645, 0.46030479669570923, -0.1520993411540985]","[0.5314851999282837, 0.462909460067749, -0.1362164467573166]","[0.41757169365882874, 0.5176482796669006, -0.05411546304821968]","[0.32960134744644165, 0.5140472054481506, -0.15984751284122467]","[0.4631422162055969, 0.5568917989730835, -0.13525256514549255]","[0.5338177680969238, 0.5439539551734924, -0.09222412109375]","[0.4213889539241791, 0.6225136518478394, -0.06479515880346298]","[0.3402629494667053, 0.6221463680267334, -0.1434502750635147]","[0.4377796947956085, 0.6365524530410767, -0.12854081392288208]","[0.49948403239250183, 0.6244078278541565, -0.10014824569225311]"
"[0.5885173082351685, 0.7339993715286255, -3.7760253235319396e-07]","[0.7036299109458923, 0.6624453067779541, -0.09552241116762161]","[0.7238149046897888, 0.47136861085891724, -0.11756856739521027]","[0.6394561529159546, 0.3159763216972351, -0.12713991105556488]","[0.5459291338920593, 0.2317516803741455, -0.1284753829240799]","[0.5850162506103516, 0.3086969256401062, -0.045219793915748596]","[0.4920840263366699, 0.1560094803571701, -0.10248958319425583]","[0.4188033938407898, 0.07641838490962982, -0.12910157442092896]","[0.355528861284256, 0.012896090745925903, -0.1461041271686554]","[0.48956114053726196, 0.3685852885246277, -0.031196720898151398]","[0.4146971106529236, 0.2933094799518585, -0.11218369752168655]","[0.47644439339637756, 0.42777764797210693, -0.12253450602293015]","[0.5336409211158752, 0.48056966066360474, -0.10804067552089691]","[0.41731104254722595, 0.44705238938331604, -0.03306666389107704]","[0.35370951890945435, 0.4115228056907654, -0.13591936230659485]","[0.4395964741706848, 0.5297247767448425, -0.12489241361618042]","[0.5025465488433838, 0.5507151484489441, -0.09163825958967209]","[0.3560873568058014, 0.5317474603652954, -0.04199109598994255]","[0.2996174395084381, 0.4943201541900635, -0.11890050023794174]","[0.36761295795440674, 0.5744216442108154, -0.11237640678882599]","[0.42148590087890625, 0.5967836380004883, -0.09130217134952545]"
